productType,variantId,sku,prices,tax,categories,images,name.en,description.en,slug.en,metaTitle.en,metaDescription.en,metaKeywords.en,name.de,description.de,slug.de,metaTitle.de,metaDescription.de,metaKeywords.de,name.it,description.it,slug.it,metaTitle.it,metaDescription.it,metaKeywords.it,creationDate,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,details.en,colorFreeDefinition.de,details.de,colorFreeDefinition.it,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew
main,1,200000048,USD 4990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-623915312_portabella_mushroom.jpg","Local Organic Mushrooms, Portabella - BC Grown","The massive portabella mushroom has an easily identifiable round, tan-to-brown flat cap that is securely attached to a thick edible stem. This mushroom is one of the largest available. Because the portabella has a longer growing cycle, it becomes this impressive mushroom that boasts a very substantial and meaty texture.",local-organic-mushrooms-portabella-bc-grown-200000048,,,,"Local Organic Mushrooms, Portabella - BC Grown","The massive portabella mushroom has an easily identifiable round, tan-to-brown flat cap that is securely attached to a thick edible stem. This mushroom is one of the largest available. Because the portabella has a longer growing cycle, it becomes this impressive mushroom that boasts a very substantial and meaty texture.",local-organic-mushrooms-portabella-bc-grown-200000048,,,,"Local Organic Mushrooms, Portabella - BC Grown","The massive portabella mushroom has an easily identifiable round, tan-to-brown flat cap that is securely attached to a thick edible stem. This mushroom is one of the largest available. Because the portabella has a longer growing cycle, it becomes this impressive mushroom that boasts a very substantial and meaty texture.",local-organic-mushrooms-portabella-bc-grown-200000048,,,,,,,,48,,,,,,,,,,,,,,,,,,,
main,1,200000049,USD 4990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-127915312_Shitake_mushroom.jpg","Local Organic Mushrooms, Shiitake - BC Grown","Shiitake is the second most widely cultivated mushroom in the world and highly prized for its flavor and health-promoting properties. 'Shii' is Japanese for oak and 'take' means mushroom. Shiitakes provide high levels of protein (18% by mass), potassium, niacin and B vitamins, calcium, magnesium and phosphorus. The mushroom has all essential amino acids. Shiitakes have natural antiviral and immunity-boosting properties and are used nutritionally to fight viruses, lower cholesterol and regulate blood pressure.",local-organic-mushrooms-shiitake-bc-grown-200000049,,,,"Local Organic Mushrooms, Shiitake - BC Grown","Shiitake is the second most widely cultivated mushroom in the world and highly prized for its flavor and health-promoting properties. 'Shii' is Japanese for oak and 'take' means mushroom. Shiitakes provide high levels of protein (18% by mass), potassium, niacin and B vitamins, calcium, magnesium and phosphorus. The mushroom has all essential amino acids. Shiitakes have natural antiviral and immunity-boosting properties and are used nutritionally to fight viruses, lower cholesterol and regulate blood pressure.",local-organic-mushrooms-shiitake-bc-grown-200000049,,,,"Local Organic Mushrooms, Shiitake - BC Grown","Shiitake is the second most widely cultivated mushroom in the world and highly prized for its flavor and health-promoting properties. 'Shii' is Japanese for oak and 'take' means mushroom. Shiitakes provide high levels of protein (18% by mass), potassium, niacin and B vitamins, calcium, magnesium and phosphorus. The mushroom has all essential amino acids. Shiitakes have natural antiviral and immunity-boosting properties and are used nutritionally to fight viruses, lower cholesterol and regulate blood pressure.",local-organic-mushrooms-shiitake-bc-grown-200000049,,,,,,,,49,,,,,,,,,,,,,,,,,,,
main,1,200000050,USD 3290,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-149915312_White_mushroom_2.jpg","Local Organic Mushrooms, White - BC Grown","Not only are numerous health advantages offered by these little wonders (including anti-cancer benefits, antioxidant benefits, and immune system support), but organic White mushrooms taste great too. They have a mild, woodsy flavour that intensifies with cooking. Our produce team here at Spud.ca ensures that your organic White mushrooms arrive fresh upon delivery. If it’s not perfect, we’ll refund you, no questions asked. Have any questions about our organic produce delivery services? Take a look at our delivery page for routes and times across Vancouver Island.",local-organic-mushrooms-white-bc-grown-200000050,,,,"Local Organic Mushrooms, White - BC Grown","Not only are numerous health advantages offered by these little wonders (including anti-cancer benefits, antioxidant benefits, and immune system support), but organic White mushrooms taste great too. They have a mild, woodsy flavour that intensifies with cooking. Our produce team here at Spud.ca ensures that your organic White mushrooms arrive fresh upon delivery. If it’s not perfect, we’ll refund you, no questions asked. Have any questions about our organic produce delivery services? Take a look at our delivery page for routes and times across Vancouver Island.",local-organic-mushrooms-white-bc-grown-200000050,,,,"Local Organic Mushrooms, White - BC Grown","Not only are numerous health advantages offered by these little wonders (including anti-cancer benefits, antioxidant benefits, and immune system support), but organic White mushrooms taste great too. They have a mild, woodsy flavour that intensifies with cooking. Our produce team here at Spud.ca ensures that your organic White mushrooms arrive fresh upon delivery. If it’s not perfect, we’ll refund you, no questions asked. Have any questions about our organic produce delivery services? Take a look at our delivery page for routes and times across Vancouver Island.",local-organic-mushrooms-white-bc-grown-200000050,,,,,,,,50,,,,,,,,,,,,,,,,,,,
main,1,200000051,USD 2290,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-305915603_Green_onions.jpg","Organic Onions, Green","Simply just immature onions, these fresh organic green onions can be used in a variety of culinary dishes. Whether sitting atop a baked potato or scattered throughout an omelette, green onions are the perfect enhancement to any meal. Here at Spud.ca, our produce team promises that your organic green onions arrive fresh and crisp upon delivery. If it’s not perfect, we’ll refund you, no questions asked. Glance at our delivery page for more information about organic grocery delivery times and routes across Vancouver Island.",organic-onions-green-200000051,,,,"Organic Onions, Green","Simply just immature onions, these fresh organic green onions can be used in a variety of culinary dishes. Whether sitting atop a baked potato or scattered throughout an omelette, green onions are the perfect enhancement to any meal. Here at Spud.ca, our produce team promises that your organic green onions arrive fresh and crisp upon delivery. If it’s not perfect, we’ll refund you, no questions asked. Glance at our delivery page for more information about organic grocery delivery times and routes across Vancouver Island.",organic-onions-green-200000051,,,,"Organic Onions, Green","Simply just immature onions, these fresh organic green onions can be used in a variety of culinary dishes. Whether sitting atop a baked potato or scattered throughout an omelette, green onions are the perfect enhancement to any meal. Here at Spud.ca, our produce team promises that your organic green onions arrive fresh and crisp upon delivery. If it’s not perfect, we’ll refund you, no questions asked. Glance at our delivery page for more information about organic grocery delivery times and routes across Vancouver Island.",organic-onions-green-200000051,,,,,,,,51,,,,,,,,,,,,,,,,,,,
main,1,200000052,USD 2990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-841815603_onions_red_1_5LB.jpg","Organic Onions, Red","Onions have been cultivated for over 6000 years. Store onions in a cool, dry well ventilated area. Cut onions may be covered and stored in the fridge for 2 - 3 days. Cut onions under cold water to wash away the sulfer that causes teary eyes.",organic-onions-red-200000052,,,,"Organic Onions, Red","Onions have been cultivated for over 6000 years. Store onions in a cool, dry well ventilated area. Cut onions may be covered and stored in the fridge for 2 - 3 days. Cut onions under cold water to wash away the sulfer that causes teary eyes.",organic-onions-red-200000052,,,,"Organic Onions, Red","Onions have been cultivated for over 6000 years. Store onions in a cool, dry well ventilated area. Cut onions may be covered and stored in the fridge for 2 - 3 days. Cut onions under cold water to wash away the sulfer that causes teary eyes.",organic-onions-red-200000052,,,,,,,,52,,,,,,,,,,,,,,,,,,,
main,1,200000053,USD 2490,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-152215603_Onions_Yellow_v2.jpg","Organic Onions, Yellow","Known as the all-purpose onion, these organic yellow onions have discovered the perfect balance between sweet and pungent. Not only are these gems of the earth ideal for cooking, they are loaded with fiber and protein! Here at Spud.ca, our produce team promises that your organic yellow onions arrive Earthy and fresh upon delivery. If it’s not perfect, we’ll refund you, no questions asked. Check out our delivery page for more information about organic produce delivery times and routes across Vancouver Island.",organic-onions-yellow-200000053,,,,"Organic Onions, Yellow","Known as the all-purpose onion, these organic yellow onions have discovered the perfect balance between sweet and pungent. Not only are these gems of the earth ideal for cooking, they are loaded with fiber and protein! Here at Spud.ca, our produce team promises that your organic yellow onions arrive Earthy and fresh upon delivery. If it’s not perfect, we’ll refund you, no questions asked. Check out our delivery page for more information about organic produce delivery times and routes across Vancouver Island.",organic-onions-yellow-200000053,,,,"Organic Onions, Yellow","Known as the all-purpose onion, these organic yellow onions have discovered the perfect balance between sweet and pungent. Not only are these gems of the earth ideal for cooking, they are loaded with fiber and protein! Here at Spud.ca, our produce team promises that your organic yellow onions arrive Earthy and fresh upon delivery. If it’s not perfect, we’ll refund you, no questions asked. Check out our delivery page for more information about organic produce delivery times and routes across Vancouver Island.",organic-onions-yellow-200000053,,,,,,,,53,,,,,,,,,,,,,,,,,,,
main,1,200000054,USD 4990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-152215603_Onions_Yellow_v2.jpg","Organic Onions, Yellow, 3 lb bag","Onions have been cultivated for over 6000 years. Store onions in a cool, dry well ventilated area. Cut onions may be covered and stored in the fridge for 2 - 3 days. Cut onions under cold water to wash away the sulfur that causes teary eyes.",organic-onions-yellow-3-lb-bag-200000054,,,,"Organic Onions, Yellow, 3 lb bag","Onions have been cultivated for over 6000 years. Store onions in a cool, dry well ventilated area. Cut onions may be covered and stored in the fridge for 2 - 3 days. Cut onions under cold water to wash away the sulfur that causes teary eyes.",organic-onions-yellow-3-lb-bag-200000054,,,,"Organic Onions, Yellow, 3 lb bag","Onions have been cultivated for over 6000 years. Store onions in a cool, dry well ventilated area. Cut onions may be covered and stored in the fridge for 2 - 3 days. Cut onions under cold water to wash away the sulfur that causes teary eyes.",organic-onions-yellow-3-lb-bag-200000054,,,,,,,,54,,,,,,,,,,,,,,,,,,,
main,1,200000055,USD 2990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/340915731_navel_orange.jpg","Organic Oranges, Navel","Organic oranges are necessary for a healthy, balanced diet because of their high Vitamin C, folate, fiber, and water contents. Navel oranges also contain numerous antioxidants that keep your immune system strong. Your body thanks you. Here at Spud.ca, we take pride in providing you with the sustainable produce that you deserve. And that’s why our produce team ensures that you receive your organic navel oranges as though they came straight from the tree: fresh and delicious",organic-oranges-navel-200000055,,,,"Organic Oranges, Navel","Organic oranges are necessary for a healthy, balanced diet because of their high Vitamin C, folate, fiber, and water contents. Navel oranges also contain numerous antioxidants that keep your immune system strong. Your body thanks you. Here at Spud.ca, we take pride in providing you with the sustainable produce that you deserve. And that’s why our produce team ensures that you receive your organic navel oranges as though they came straight from the tree: fresh and delicious",organic-oranges-navel-200000055,,,,"Organic Oranges, Navel","Organic oranges are necessary for a healthy, balanced diet because of their high Vitamin C, folate, fiber, and water contents. Navel oranges also contain numerous antioxidants that keep your immune system strong. Your body thanks you. Here at Spud.ca, we take pride in providing you with the sustainable produce that you deserve. And that’s why our produce team ensures that you receive your organic navel oranges as though they came straight from the tree: fresh and delicious",organic-oranges-navel-200000055,,,,,,,,55,,,,,,,,,,,,,,,,,,,
main,1,200000056,USD 5990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/1210915731_Orange_Satsuma_1lb.jpg","Organic Oranges, Satsuma","The first mandarin of the season. The Satsuma peels and segments easily. The exterior will display a light orange color and perhaps a tinge of green, but the interior will be a bright orange. There are some 100 varieties of satsumas in Japan, about a dozen of which have been released in the United States.",organic-oranges-satsuma-200000056,,,,"Organic Oranges, Satsuma","The first mandarin of the season. The Satsuma peels and segments easily. The exterior will display a light orange color and perhaps a tinge of green, but the interior will be a bright orange. There are some 100 varieties of satsumas in Japan, about a dozen of which have been released in the United States.",organic-oranges-satsuma-200000056,,,,"Organic Oranges, Satsuma","The first mandarin of the season. The Satsuma peels and segments easily. The exterior will display a light orange color and perhaps a tinge of green, but the interior will be a bright orange. There are some 100 varieties of satsumas in Japan, about a dozen of which have been released in the United States.",organic-oranges-satsuma-200000056,,,,,,,,56,,,,,,,,,,,,,,,,,,,
main,1,200000057,USD 5490,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-100916103_Parsnips.jpg",Organic Parsnips,"A cold-weather root vegetable related to carrots. In fact, they look like ivory-colored carrots, but parsnips have a mild celery-like fragrance and a sweet, nutty flavor.",organic-parsnips-200000057,,,,Organic Parsnips,"A cold-weather root vegetable related to carrots. In fact, they look like ivory-colored carrots, but parsnips have a mild celery-like fragrance and a sweet, nutty flavor.",organic-parsnips-200000057,,,,Organic Parsnips,"A cold-weather root vegetable related to carrots. In fact, they look like ivory-colored carrots, but parsnips have a mild celery-like fragrance and a sweet, nutty flavor.",organic-parsnips-200000057,,,,,,,,57,,,,,,,,,,,,,,,,,,,
main,1,200000058,USD 7490,standard,Shop>Groceries>Fresh,https://www.spud.ca/pictures/ProductPhotos/788916301-s.jpg,"Local Organic Pears, Bagged Danjou","This mild flavored, almost spicy pear has skin a deep shade of green at harvest that becomes lighter, flecked with yellow when carefully ripened.",local-organic-pears-bagged-danjou-200000058,,,,"Local Organic Pears, Bagged Danjou","This mild flavored, almost spicy pear has skin a deep shade of green at harvest that becomes lighter, flecked with yellow when carefully ripened.",local-organic-pears-bagged-danjou-200000058,,,,"Local Organic Pears, Bagged Danjou","This mild flavored, almost spicy pear has skin a deep shade of green at harvest that becomes lighter, flecked with yellow when carefully ripened.",local-organic-pears-bagged-danjou-200000058,,,,,,,,58,,,,,,,,,,,,,,,,,,,
main,1,200000059,USD 2990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/266916301_pear_bosc.jpg","Local Organic Pears, Bosc","Typically firmer and denser than other pear varieties, organic Bosc pears are known for their very sweet, almost spicy, flavour. They are elegant dessert pears that are recognized by their swan-like neck and long stem. Bosc pears are accompanied well with rich spices like cinnamon, nutmeg and cloves. For more information about organic produce delivery times and routes across Vancouver Island, check out our delivery page!",local-organic-pears-bosc-200000059,,,,"Local Organic Pears, Bosc","Typically firmer and denser than other pear varieties, organic Bosc pears are known for their very sweet, almost spicy, flavour. They are elegant dessert pears that are recognized by their swan-like neck and long stem. Bosc pears are accompanied well with rich spices like cinnamon, nutmeg and cloves. For more information about organic produce delivery times and routes across Vancouver Island, check out our delivery page!",local-organic-pears-bosc-200000059,,,,"Local Organic Pears, Bosc","Typically firmer and denser than other pear varieties, organic Bosc pears are known for their very sweet, almost spicy, flavour. They are elegant dessert pears that are recognized by their swan-like neck and long stem. Bosc pears are accompanied well with rich spices like cinnamon, nutmeg and cloves. For more information about organic produce delivery times and routes across Vancouver Island, check out our delivery page!",local-organic-pears-bosc-200000059,,,,,,,,59,,,,,,,,,,,,,,,,,,,
main,1,200000060,USD 3990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-135916404_peas_sugar_snap.jpg","Organic Peas, Sugar Snap","This cross between an English pea and a snow pea is sweet and crisp, and is eaten whole, pod and all. Not only are organic sugar snap peas a fun tasty snack, they are also an excellent heart-healthy veggie. These low-cal treats are loaded with Vitamin C, Vitamin K, iron, fibre, and folate. Organic sugar snaps can be served raw, briefly stir-fried, pickled, or steamed as a side dish. Try dipping them in [SA0900] for a fresh, healthy snack!",organic-peas-sugar-snap-200000060,,,,"Organic Peas, Sugar Snap","This cross between an English pea and a snow pea is sweet and crisp, and is eaten whole, pod and all. Not only are organic sugar snap peas a fun tasty snack, they are also an excellent heart-healthy veggie. These low-cal treats are loaded with Vitamin C, Vitamin K, iron, fibre, and folate. Organic sugar snaps can be served raw, briefly stir-fried, pickled, or steamed as a side dish. Try dipping them in [SA0900] for a fresh, healthy snack!",organic-peas-sugar-snap-200000060,,,,"Organic Peas, Sugar Snap","This cross between an English pea and a snow pea is sweet and crisp, and is eaten whole, pod and all. Not only are organic sugar snap peas a fun tasty snack, they are also an excellent heart-healthy veggie. These low-cal treats are loaded with Vitamin C, Vitamin K, iron, fibre, and folate. Organic sugar snaps can be served raw, briefly stir-fried, pickled, or steamed as a side dish. Try dipping them in [SA0900] for a fresh, healthy snack!",organic-peas-sugar-snap-200000060,,,,,,,,60,,,,,,,,,,,,,,,,,,,
main,1,200000061,USD 1990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-305916508_green_pepper.jpg","Organic Peppers, Green","Make your meal heart-healthy with organic green bell peppers. This crisp, crunchy veggie is filled with beta-carotene and Vitamins C, A, and B6... all great for giving your heart a smile. Here at Spud.ca, our produce team promises that your organic green bell peppers arrive succulent and fresh upon delivery. If it’s not perfect, we’ll refund you, no questions asked.",organic-peppers-green-200000061,,,,"Organic Peppers, Green","Make your meal heart-healthy with organic green bell peppers. This crisp, crunchy veggie is filled with beta-carotene and Vitamins C, A, and B6... all great for giving your heart a smile. Here at Spud.ca, our produce team promises that your organic green bell peppers arrive succulent and fresh upon delivery. If it’s not perfect, we’ll refund you, no questions asked.",organic-peppers-green-200000061,,,,"Organic Peppers, Green","Make your meal heart-healthy with organic green bell peppers. This crisp, crunchy veggie is filled with beta-carotene and Vitamins C, A, and B6... all great for giving your heart a smile. Here at Spud.ca, our produce team promises that your organic green bell peppers arrive succulent and fresh upon delivery. If it’s not perfect, we’ll refund you, no questions asked.",organic-peppers-green-200000061,,,,,,,,61,,,,,,,,,,,,,,,,,,,
main,1,200000062,USD 1990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-430916508_Jalapeno.jpg","Organic Peppers, Jalapeno",Jalapeno Peppers,organic-peppers-jalapeno-200000062,,,,"Organic Peppers, Jalapeno",Jalapeno Peppers,organic-peppers-jalapeno-200000062,,,,"Organic Peppers, Jalapeno",Jalapeno Peppers,organic-peppers-jalapeno-200000062,,,,,,,,62,,,,,,,,,,,,,,,,,,,
main,1,200000063,USD 2490,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-342916508_peppers_orange.jpg","Organic Peppers, Orange",These peppers are similar in sweetness and flavour to red peppers. Their fancy colour adds flair and fun to any recipe that calls for peppers.,organic-peppers-orange-200000063,,,,"Organic Peppers, Orange",These peppers are similar in sweetness and flavour to red peppers. Their fancy colour adds flair and fun to any recipe that calls for peppers.,organic-peppers-orange-200000063,,,,"Organic Peppers, Orange",These peppers are similar in sweetness and flavour to red peppers. Their fancy colour adds flair and fun to any recipe that calls for peppers.,organic-peppers-orange-200000063,,,,,,,,63,,,,,,,,,,,,,,,,,,,
main,1,200000064,USD 2990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-106916508_Peppers_Red.jpg","Local Organic Peppers, Red","With organic red bell peppers, you can make your meal heart-healthy. This crisp, crunchy veggie is filled with beta-carotene and Vitamins C, A, and B6... all great for giving your heart a smile. Here at Spud.ca, our produce team promises that your organic red bell peppers arrive succulent and fresh upon delivery. If it’s not perfect, we’ll refund you, no questions asked.",local-organic-peppers-red-200000064,,,,"Local Organic Peppers, Red","With organic red bell peppers, you can make your meal heart-healthy. This crisp, crunchy veggie is filled with beta-carotene and Vitamins C, A, and B6... all great for giving your heart a smile. Here at Spud.ca, our produce team promises that your organic red bell peppers arrive succulent and fresh upon delivery. If it’s not perfect, we’ll refund you, no questions asked.",local-organic-peppers-red-200000064,,,,"Local Organic Peppers, Red","With organic red bell peppers, you can make your meal heart-healthy. This crisp, crunchy veggie is filled with beta-carotene and Vitamins C, A, and B6... all great for giving your heart a smile. Here at Spud.ca, our produce team promises that your organic red bell peppers arrive succulent and fresh upon delivery. If it’s not perfect, we’ll refund you, no questions asked.",local-organic-peppers-red-200000064,,,,,,,,64,,,,,,,,,,,,,,,,,,,
main,1,200000065,USD 8990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/100916621_Pineapple.jpg",Organic Pineapple,"Pineapples are known for their sweet (yet tart) juicy qualities; and by their signature diamond-patterned skin and spiky green hat, of course. So, try our organic pineapples. Use them in fresh fruit desserts and salads to add that desired taste. Not only do pineapples contain an exceptional juiciness and rich taste, they also possess fantastic nutritional benefits such as immune support, digestive aid, manganese and vitamin C",organic-pineapple-200000065,,,,Organic Pineapple,"Pineapples are known for their sweet (yet tart) juicy qualities; and by their signature diamond-patterned skin and spiky green hat, of course. So, try our organic pineapples. Use them in fresh fruit desserts and salads to add that desired taste. Not only do pineapples contain an exceptional juiciness and rich taste, they also possess fantastic nutritional benefits such as immune support, digestive aid, manganese and vitamin C",organic-pineapple-200000065,,,,Organic Pineapple,"Pineapples are known for their sweet (yet tart) juicy qualities; and by their signature diamond-patterned skin and spiky green hat, of course. So, try our organic pineapples. Use them in fresh fruit desserts and salads to add that desired taste. Not only do pineapples contain an exceptional juiciness and rich taste, they also possess fantastic nutritional benefits such as immune support, digestive aid, manganese and vitamin C",organic-pineapple-200000065,,,,,,,,65,,,,,,,,,,,,,,,,,,,
main,1,200000066, USD 2990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/100916821_Pomegranates.jpg",Organic Pomegranates,"Pomegranates are filled with edible seeds that are surrounded by translucent, brilliant-red pulp that has a sparkling sweet-tart flavor.",organic-pomegranates-200000066,,,,Organic Pomegranates,"Pomegranates are filled with edible seeds that are surrounded by translucent, brilliant-red pulp that has a sparkling sweet-tart flavor.",organic-pomegranates-200000066,,,,Organic Pomegranates,"Pomegranates are filled with edible seeds that are surrounded by translucent, brilliant-red pulp that has a sparkling sweet-tart flavor.",organic-pomegranates-200000066,,,,,,,,66,,,,,,,,,,,,,,,,,,,
main,1,200000067,USD 5490,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-1067916903_Potato_Imperfect_v2.jpg","Local Organic Potatoes, Imperfect - Pugly","Our 5lb bag of imperfect or ""pugly"" potatoes are the perfect choice for potato lovers who are not too picky about their spuds. These potatoes may have some minor skin defects or odd shapes and sizes, but like their motto says: ""I may be ugly but I'm pretty tasty!""",local-organic-potatoes-imperfect-pugly-200000067,,,,"Local Organic Potatoes, Imperfect - Pugly","Our 5lb bag of imperfect or ""pugly"" potatoes are the perfect choice for potato lovers who are not too picky about their spuds. These potatoes may have some minor skin defects or odd shapes and sizes, but like their motto says: ""I may be ugly but I'm pretty tasty!""",local-organic-potatoes-imperfect-pugly-200000067,,,,"Local Organic Potatoes, Imperfect - Pugly","Our 5lb bag of imperfect or ""pugly"" potatoes are the perfect choice for potato lovers who are not too picky about their spuds. These potatoes may have some minor skin defects or odd shapes and sizes, but like their motto says: ""I may be ugly but I'm pretty tasty!""",local-organic-potatoes-imperfect-pugly-200000067,,,,,,,,67,,,,,,,,,,,,,,,,,,,
main,1,200000068,USD 5490,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-341916903_Potatoes_Nugget.jpg","Local Organic Potatoes, Nugget",These little potatoes are great boiled or roasted.This product traveled 91 km to reach our warehouse.,local-organic-potatoes-nugget-200000068,,,,"Local Organic Potatoes, Nugget",These little potatoes are great boiled or roasted.This product traveled 91 km to reach our warehouse.,local-organic-potatoes-nugget-200000068,,,,"Local Organic Potatoes, Nugget",These little potatoes are great boiled or roasted.This product traveled 91 km to reach our warehouse.,local-organic-potatoes-nugget-200000068,,,,,,,,68,,,,,,,,,,,,,,,,,,,
main,1,200000069,USD 4990,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-152916903_Potatoes_Yellow_v2.jpg","Local Organic Potatoes, Yellow","Contrary to popular belief, potatoes are not the starchy, fattening food they have been known to be. Even with their sweet golden flesh, these organic Yellow potatoes are fat free and rich in potassium, Vitamin C and fiber. Here at Spud.ca, our produce team promises that your organic Yellow potatoes arrive fresh and sweet upon delivery. If it’s not perfect, we’ll refund you, no questions asked. Take a look at our delivery page for specific details about organic grocery delivery times and routes across Vancouver Island.",local-organic-potatoes-yellow-200000069,,,,"Local Organic Potatoes, Yellow","Contrary to popular belief, potatoes are not the starchy, fattening food they have been known to be. Even with their sweet golden flesh, these organic Yellow potatoes are fat free and rich in potassium, Vitamin C and fiber. Here at Spud.ca, our produce team promises that your organic Yellow potatoes arrive fresh and sweet upon delivery. If it’s not perfect, we’ll refund you, no questions asked. Take a look at our delivery page for specific details about organic grocery delivery times and routes across Vancouver Island.",local-organic-potatoes-yellow-200000069,,,,"Local Organic Potatoes, Yellow","Contrary to popular belief, potatoes are not the starchy, fattening food they have been known to be. Even with their sweet golden flesh, these organic Yellow potatoes are fat free and rich in potassium, Vitamin C and fiber. Here at Spud.ca, our produce team promises that your organic Yellow potatoes arrive fresh and sweet upon delivery. If it’s not perfect, we’ll refund you, no questions asked. Take a look at our delivery page for specific details about organic grocery delivery times and routes across Vancouver Island.",local-organic-potatoes-yellow-200000069,,,,,,,,69,,,,,,,,,,,,,,,,,,,
main,1,200000070,USD 4490,standard,Shop>Groceries>Fresh,"https://spud-res.cloudinary.com/w_900/f_auto,q_auto,c_fill,h_300,e_improve:30,e_sharpen:60/spudca/Products/-1049917655_Salad_Greens_Organic_Girl_Super_Greens.jpg","Organic Salad Greens, SuperGreens!","Organic baby red chard, baby tat soi, baby spinach, baby green swiss chard, baby arugula",organic-salad-greens-supergreens-200000070,,,,"Organic Salad Greens, SuperGreens!","Organic baby red chard, baby tat soi, baby spinach, baby green swiss chard, baby arugula",organic-salad-greens-supergreens-200000070,,,,"Organic Salad Greens, SuperGreens!","Organic baby red chard, baby tat soi, baby spinach, baby green swiss chard, baby arugula",organic-salad-greens-supergreens-200000070,,,,,,,,70,,,,,,,,,,,,,,,,,,,
